0 -4.4617e-07 -0.0262353     -0.0527746 -0.000952243      -0.053995 -0.0338225
2897 -0.0112924 0.00674227     2.59934 -3.23158      1.36116 -1.08075
2898 -0.0119545 0.00721399     2.33452 -3.64508      1.02141 -1.39289
2899 -0.012683 0.00764385     2.17503 -3.94047      0.796507 -1.5768
2900 -0.0134642 0.00805721     2.16605 -4.21214      0.726852 -1.72991
2901 -0.0143033 0.0084834     2.3034 -4.56268      0.802895 -1.95425
2902 -0.0152243 0.00894638     2.5371 -5.08008      0.97033 -2.334
2903 -0.0162653 0.00945711     2.78464 -5.82022      1.14472 -2.91881
2904 -0.0174711 0.0100091     2.9501 -6.79832      1.23132 -3.71665
2905 -0.0188858 0.0105777     2.94347 -7.99078      1.1444 -4.69705
2906 -0.0205458 0.0111227     2.6951 -9.34556      0.821173 -5.8026
2907 -0.0224759 0.0115933     2.16193 -10.7967      0.227077 -6.96422
2908 -0.0246883 0.0119326     1.32536 -12.2781      -0.647312 -8.1149
2909 -0.0271829 0.0120821     0.183214 -13.7318      -1.79505 -9.19813
2910 -0.0299496 0.0119836     -1.25985 -15.1102      -3.20286 -10.1692
2911 -0.0329701 0.01158     -2.99948 -16.3717      -4.85836 -10.9909
2912 -0.0362179 0.0108145     -5.03384 -17.4748      -6.75216 -11.627
2913 -0.0396583 0.00963085     -7.36097 -18.3718      -8.87517 -12.0363
2914 -0.0432466 0.00797347     -9.97341 -19.0073      -11.2132 -12.1711
2915 -0.0469269 0.00578915     -12.8531 -19.3196      -13.742 -11.9789
2916 -0.0506309 0.00302946     -15.9683 -19.245      -16.4249 -11.4066
2917 -0.0542786 -0.000346655     -19.274 -18.7214      -19.2128 -10.4041
2918 -0.0577781 -0.00437039     -22.7126 -17.6908      -22.0462 -8.92715
2919 -0.0610271 -0.00906077     -26.2151 -16.0998      -24.8557 -6.93673
2920 -0.0639135 -0.0144224     -29.6987 -13.8999      -27.561 -4.39972
2921 -0.0663163 -0.0204424     -33.0647 -11.05      -30.0679 -1.29114
2922 -0.0681081 -0.0270873     -36.1956 -7.52333      -32.2663 2.3999
2923 -0.0691582 -0.0342995     -38.9572 -3.31508      -34.033 6.66212
2924 -0.0693378 -0.0419945     -41.2063 1.54967      -35.2385 11.4555
2925 -0.0685258 -0.0500603     -42.8017 7.01463      -35.7588 16.7102
2926 -0.0666147 -0.0583588     -43.6137 12.9986      -35.4847 22.3341
2927 -0.0635138 -0.0667284     -43.5255 19.4075      -34.3223 28.2245
2928 -0.0591512 -0.0749855     -42.4218 26.1438      -32.1817 34.2786
2929 -0.0534739 -0.082923     -40.1676 33.1032      -28.9558 40.3897
2930 -0.0464517 -0.0903044     -36.5871 40.1481      -24.4995 46.422
2931 -0.0380873 -0.0968552     -31.4614 47.0596      -18.6282 52.1626
2932 -0.0284379 -0.102257     -24.5637 53.4778      -11.153 57.2655
2933 -0.0176469 -0.106154     -15.7394 58.8589      -1.9599 61.2108
2934 -0.0059794 -0.108176     -5.02528 62.4782      8.87428 63.3126
2935 0.00614845 -0.107987     7.22337 63.5088      20.9606 62.7991
2936 0.0181642 -0.105361     20.2432 61.181      33.5165 58.9723
2937 0.02937 -0.100253     32.8625 55.0003      45.3742 51.4215
2938 0.0390174 -0.0928769     43.6239 44.9722      55.1105 40.2388
2939 0.04642 -0.0837343     51.0335 31.7592      61.2983 26.1633
2940 0.0510842 -0.0735901     53.8935 16.7012      62.8352 10.5861
2941 0.0528273 -0.0633845     51.6369 1.65417      59.2673 -4.62259
2942 0.051847 -0.0540861     44.5639 -11.3418      51.008 -17.4533
2943 0.0487157 -0.0465172     33.8897 -20.5036      39.3662 -26.1957
2944 0.0442883 -0.0411922     21.5584 -24.7422      26.3424 -29.8642
2945 0.0395364 -0.0382123     9.84379 -23.9699      14.2187 -28.486
2946 0.0353441 -0.037252     0.825811 -19.1758      5.03425 -23.153
2947 0.032316 -0.0376464     -4.12179 -12.2255      0.0843787 -15.8009
2948 0.0306476 -0.0385646     -4.68877 -5.42294      -0.417009 -8.75633
2949 0.0300949 -0.0392287     -1.72559 -0.941048      2.59013 -4.16537
2950 0.0300538 -0.0391221     2.95283 -0.273286      7.23125 -3.45488
2951 0.0297309 -0.0381359     7.00594 -3.85048      11.1516 -6.96866
2952 0.0283646 -0.0366167     8.13027 -10.9188      12.0834 -13.8701
2953 0.0254411 -0.0353056     4.59949 -19.6966      8.37837 -22.323
2954 0.020859 -0.0351872     -4.34639 -27.7515      -0.621019 -29.885
2955 0.0150077 -0.0372835     -18.3339 -32.4853      -14.4371 -34.001
2956 0.00875253 -0.0424387     -35.9117 -31.6092      -31.5363 -32.4738
2957 0.00333699 -0.0511318     -54.7734 -23.5207      -49.5711 -23.8293
2958 0.000225206 -0.0633416     -72.0675 -7.54873      -65.7025 -7.54199
2959 0.000909598 -0.0784748     -84.7326 15.9196      -76.9398 15.8591
2960 0.00670279 -0.0953577     -89.8322 45.3941      -80.4717 44.7671
2961 0.0185271 -0.112293     -84.9038 78.2992      -74.0064 76.5347
2962 0.0367144 -0.127188     -68.3448 111.076      -56.1406 107.592
2963 0.0608383 -0.137756     -39.8305 139.424      -26.7568 133.699
2964 0.089611 -0.141804     -0.698455 158.755      12.6189 150.405
2965 0.120889 -0.13757     45.8261 164.875      58.6213 153.724
2966 0.151829 -0.124091     94.7183 154.835      106.162 140.968
2967 0.179208 -0.101501     139.671 127.78      148.969 111.569
2968 0.199892 -0.0711938     174.052 85.5666      180.554 67.646
2969 0.211376 -0.0357683     192.179 32.8762      195.477 14.0868
2970 0.212289 0.00128075     190.615 -23.3014      190.614 -42.0183
2971 0.202732 0.036097     169.161 -74.8302      166.101 -92.5612
2972 0.184358 0.0651302     131.205 -114.021      125.627 -130.01
2973 0.160117 0.0857934     83.2495 -135.283      75.9062 -149.041
2974 0.133725 0.0969521     33.6545 -136.409      25.3865 -147.77
2975 0.108947 0.0991173     -9.12742 -119.106      -17.5335 -128.226
2976 0.0888686 0.0942834     -38.3907 -88.6031      -46.3258 -95.9005
2977 0.0753267 0.0854456     -50.6022 -52.4071      -57.7162 -58.4524
2978 0.0686366 0.0759147     -46.0313 -18.5219      -52.2568 -23.9095
2979 0.0676774 0.0686019     -28.4281 6.38326      -33.9439 1.15602
2980 0.070293 0.0654506     -3.86157 18.3717      -9.0101 12.9897
2981 0.0738905 0.0671449     20.9264 16.8488      15.7455 11.2144
2982 0.0760688 0.0731439     40.1763 4.27172      34.6084 -1.5123
2983 0.0751148 0.0819975     50.3209 -14.8832      44.1319 -20.5722
2984 0.0702582 0.0918264     50.4607 -35.5356      43.5725 -40.8222
2985 0.0616519 0.100818     42.0572 -53.3518      34.5409 -57.9433
2986 0.0501316 0.1076     28.0355 -65.649      20.0746 -69.3251
2987 0.0368627 0.111412     11.6531 -71.6492      3.49003 -74.2893
2988 0.023001 0.112073     -4.48015 -72.104      -12.5938 -73.6866
2989 0.00947005 0.10979     -18.9357 -68.5173      -26.7747 -69.0983
2990 -0.00309996 0.104929     -31.4438 -62.2956      -38.8242 -61.9809
2991 -0.0142886 0.0978303     -42.4081 -54.1474      -49.1869 -53.0702
2992 -0.0237279 0.0887464     -52.206 -43.931      -58.2712 -42.2405
2993 -0.0309614 0.0779096     -60.578 -30.968      -65.8424 -28.8308
2994 -0.0353987 0.0656877     -66.3586 -14.6715      -70.7615 -12.2787
2995 -0.0363986 0.0527487     -67.6618 4.77813      -71.1833 7.20667
2996 -0.0334665 0.0401484     -62.4651 25.9841      -65.1461 28.2065
2997 -0.0264984 0.0292834     -49.3892 46.3046      -51.3511 48.0779
2998 -0.0159859 0.021696     -28.4025 62.2902      -29.8554 63.4046
2999 -0.00309977 0.0187721     -1.19754 70.4745      -2.43037 70.7928
3000 0.0103947 0.0214116     28.9092 68.2862      27.5579 67.7783
3001 0.0223869 0.0297637     57.5515 54.8089      55.7391 53.571
3002 0.0307829 0.0431089     80.2173 31.1574      77.6488 29.4096
3003 0.0338919 0.0599268     93.2354 0.353442      89.711 -1.5866
3004 0.0307423 0.0781392     94.5799 -33.2705      90.0268 -35.0321
3005 0.0212493 0.0954737     84.2797 -64.9806      78.7613 -66.1941
3006 0.00619649 0.109859     64.3385 -90.6208      58.04 -90.9696
3007 -0.0129563 0.119758     38.2051 -107.413      31.3994 -106.673
3008 -0.0343866 0.124372     9.9534 -114.387      2.95524 -112.446
3009 -0.0562624 0.123673     -16.6038 -112.367      -23.4848 -109.224
3010 -0.0770521 0.118279     -38.6439 -103.554      -45.1413 -99.2991
3011 -0.0957265 0.109219     -54.7441 -90.8545      -60.659 -85.635
3012 -0.111824 0.0976525     -64.9142 -77.1495      -70.121 -71.1375
3013 -0.125383 0.0846238     -70.2955 -64.6964      -74.734 -58.057
3014 -0.136787 0.0708865     -72.6569 -54.7852      -76.3135 -47.6568
3015 -0.146565 0.0568385     -73.8485 -47.6941      -76.7343 -40.1796
3016 -0.155219 0.0425516     -75.3597 -42.8951      -77.4903 -35.0646
3017 -0.163098 0.0278681     -78.0733 -39.4055      -79.4553 -31.3056
3018 -0.170348 0.0125234     -82.2358 -36.1593      -82.8609 -27.8259
3019 -0.176929 -0.00374285     -87.5986 -32.2947      -87.4438 -23.7643
3020 -0.182664 -0.0211136     -93.6478 -27.3007      -92.6813 -18.6177
3021 -0.187319 -0.0396663     -99.8338 -21.0193      -98.021 -12.2396
3022 -0.19065 -0.059383     -105.734 -13.5436      -103.043 -4.73367
3023 -0.192449 -0.0801833     -111.117 -5.07239      -107.524 3.6931
3024 -0.192542 -0.10196     -115.92 4.21991      -111.409 12.8615
3025 -0.190781 -0.124603     -120.171 14.261      -114.731 22.6964
3026 -0.187022 -0.14801     -123.889 25.0931      -117.519 33.2383
3027 -0.1811 -0.172075     -127.017 36.832      -119.721 44.6012
3028 -0.172832 -0.196671     -129.393 49.5994      -121.18 56.9036
3029 -0.162011 -0.221631     -130.761 63.4559      -121.646 70.2027
3030 -0.148431 -0.246734     -130.824 78.3609      -120.833 84.4541
3031 -0.131902 -0.271701     -129.306 94.1699      -118.473 99.5102
3032 -0.112273 -0.296209     -125.997 110.668      -114.368 115.155
3033 -0.0894322 -0.319898     -120.766 127.626      -108.402 131.159
3034 -0.0633114 -0.342395     -113.544 144.852      -100.516 147.333
3035 -0.0338729 -0.363309     -104.257 162.217      -90.6525 163.553
3036 -0.0010991 -0.382235     -92.7684 179.632      -78.6852 179.733
3037 0.0350091 -0.398729     -78.8351 196.975      -64.385 195.762
3038 0.0744182 -0.412291     -62.1269 214.009      -47.4336 211.409
3039 0.117032 -0.422356     -42.3044 230.308      -27.5041 226.257
3040 0.162653 -0.428303     -19.1392 245.253      -4.38136 239.699
3041 0.210953 -0.429484     7.37881 258.12      21.932 251.024
3042 0.261466 -0.425275     37.0135 268.23      51.1868 259.569
3043 0.313613 -0.415114     69.3773 275.1      82.9837 264.872
3044 0.366746 -0.398513     104.143 278.508      116.985 266.73
3045 0.42019 -0.375019     141.292 278.363      153.164 265.079
3046 0.473245 -0.344144     181.264 274.386      191.951 259.666
3047 0.525101 -0.305276     224.852 265.647      234.135 249.594
3048 0.574676 -0.257647     272.763 250.164      280.418 232.916
3049 0.620396 -0.200423     324.857 224.774      330.66 206.514
3050 0.659991 -0.132943     379.268 185.503      383.001 166.471
3051 0.690419 -0.0551275     431.708 128.507      433.176 109.007
3052 0.708023 0.032032     475.321 51.4644      474.374 31.8706
3053 0.708963 0.126028     501.338 -44.9146      497.899 -64.1586
3054 0.689921 0.222601     500.599 -155.737      494.699 -174.134
3055 0.648952 0.315863     465.688 -271.617      457.494 -288.651
3056 0.586283 0.398848     393.202 -379.524      383.035 -394.704
3057 0.504841 0.464468     285.493 -464.785      273.827 -477.704
3058 0.410308 0.506698     151.306 -513.89      138.737 -524.283
3059 0.310611 0.52175     4.9576 -517.458      -7.84205 -525.251
3060 0.214884 0.508952     -135.887 -472.582      -148.245 -477.91
3061 0.132107 0.471097     -253.395 -383.889      -264.716 -387.099
3062 0.0696734 0.414141     -332.955 -262.984      -342.792 -264.587
3063 0.0322409 0.346311     -365.926 -126.345      -374.034 -126.957
3064 0.0210771 0.276791     -351.087 7.79305      -357.442 7.53767
3065 0.0340531 0.214284     -294.462 122.819      -299.247 122.346
3066 0.0662391 0.165765     -207.652 206.545      -211.214 205.41
3067 0.110933 0.13565     -105.189 252.831      -107.969 250.758
3068 0.160865 0.12552     -1.62747 261.775      -4.09195 258.67
3069 0.209306 0.134361     90.9049 238.627      88.3309 234.553
3070 0.250882 0.159197     164.212 191.878      161.192 187.023
3071 0.281991 0.195899     214.432 131.156      210.741 125.774
3072 0.300841 0.239979     241.498 65.4293      237.023 59.7989
3073 0.3072 0.287217     248.038 1.87995      242.765 -3.7385
3074 0.301998 0.334057     238.156 -54.5159      232.141 -59.9033
3075 0.286919 0.377789     216.418 -100.851      209.763 -105.84
3076 0.264032 0.416571     187.222 -135.872      180.051 -140.347
3077 0.235528 0.449357     154.498 -159.539      146.94 -163.432
3078 0.203513 0.475804     121.623 -172.714      113.802 -175.991
3079 0.169857 0.496158     91.3605 -176.977      83.3891 -179.636
3080 0.13607 0.511128     65.7522 -174.501      57.7279 -176.561
3081 0.103202 0.521734     45.9554 -167.854      37.9577 -169.352
3082 0.071798 0.529123     32.1167 -159.697      24.2053 -160.679
3083 0.0419132 0.53437     23.3891 -152.372      15.6038 -152.888
3084 0.013216 0.538312     18.1548 -147.517      10.5176 -147.614
3085 -0.0148505 0.54143     14.4311 -145.815      6.95098 -145.529
3086 -0.0428792 0.543829     10.3542 -146.981      3.03375 -146.338
3087 -0.0713313 0.545301     4.59819 -149.99      -2.56013 -149.003
3088 -0.100431 0.545457     -3.39801 -153.478      -10.3864 -152.155
3089 -0.130143 0.543872     -13.4464 -156.171      -20.2494 -154.516
3090 -0.160222 0.540216     -24.836 -157.211      -31.4317 -155.231
3091 -0.190312 0.534318     -36.665 -156.29      -43.028 -153.999
3092 -0.220047 0.526174     -48.1518 -153.587      -54.2573 -151.006
3093 -0.249128 0.515901     -58.8266 -149.562      -64.6541 -146.717
3094 -0.277351 0.503672     -68.5655 -144.727      -74.1007 -141.647
3095 -0.3046 0.489657     -77.4984 -139.462      -82.733 -136.176
3096 -0.330816 0.473988     -85.8596 -133.949      -90.7893 -130.484
3097 -0.355953 0.456754     -93.8575 -128.196      -98.4804 -124.577
3098 -0.379958 0.438011     -101.609 -122.12      -105.923 -118.368
3099 -0.402759 0.417802     -109.14 -115.623      -113.145 -111.759
3100 -0.424268 0.396173     -116.422 -108.635      -120.116 -104.682
3101 -0.444386 0.373174     -123.407 -101.114      -126.792 -97.0935
3102 -0.463009 0.348869     -130.038 -93.0393      -133.116 -88.9735
3103 -0.480031 0.323332     -136.244 -84.4134      -139.02 -80.3231
3104 -0.49535 0.296652     -141.951 -75.2904      -144.432 -71.194
3105 -0.508882 0.268926     -147.14 -65.797      -149.331 -61.7108
3106 -0.52057 0.240248     -151.927 -56.1035      -153.834 -52.043
3107 -0.530388 0.210665     -156.651 -46.3085      -158.276 -42.29
3108 -0.538306 0.180142     -161.855 -36.2414      -163.201 -32.284
3109 -0.544221 0.148529     -168.131 -25.2505      -169.2 -21.3766
3110 -0.547846 0.115584     -175.783 -12.0893      -176.583 -8.3244
3111 -0.548607 0.0810674     -184.393 4.97546      -184.937 8.60457
3112 -0.545579 0.0449194     -192.436 27.7649      -192.742 31.2326
3113 -0.537528 0.00749341     -197.127 57.5296      -197.217 60.8133
3114 -0.523096 -0.0302178     -194.664 94.1841      -194.564 97.2653
3115 -0.501121 -0.0664465     -180.926 135.679      -180.664 138.542
3116 -0.471044 -0.0986847     -152.526 177.77      -152.13 180.402
3117 -0.433306 -0.123936     -107.966 214.381      -107.466 216.77
3118 -0.389617 -0.139173     -48.5655 238.58      -47.9967 240.715
3119 -0.34299 -0.141929     21.1678 244.001      21.7639 245.875
3120 -0.297482 -0.130879     93.9315 226.386      94.506 227.999
3121 -0.257663 -0.106284     160.779 184.817      161.278 186.183
3122 -0.227909 -0.0701492     212.799 122.28      213.167 123.43
3123 -0.211665 -0.0260421     242.92 45.3398      243.112 46.3229
3124 -0.210861 0.0214111     247.382 -37.0233      247.366 -36.1411
3125 -0.225605 0.0672458     226.472 -115.157      226.24 -114.301
3126 -0.254241 0.106936     184.355 -180.619      183.926 -179.716
3127 -0.293736 0.13705     128.034 -227.727      127.449 -226.714
3128 -0.340305 0.155649     65.7387 -254.404      65.058 -253.238
3129 -0.390117 0.162351     5.17641 -262.146      4.46633 -260.813
3130 -0.439913 0.158083     -47.9243 -255.206      -48.6006 -253.712
3131 -0.48741 0.144607     -90.638 -239.241      -91.2304 -237.614
3132 -0.531428 0.123968     -122.909 -219.845      -123.386 -218.123
3133 -0.571756 0.0979856     -146.943 -201.333      -147.291 -199.558
3134 -0.608824 0.067921     -166.177 -186.043      -166.398 -184.248
3135 -0.643309 0.034346     -184.152 -174.246      -184.259 -172.455
3136 -0.675773 -0.00278142     -203.603 -164.58      -203.61 -162.807
3137 -0.706415 -0.0439058     -225.949 -154.792      -225.866 -153.038
3138 -0.734981 -0.0896086     -251.235 -142.519      -251.068 -140.785
3139 -0.760801 -0.14037     -278.447 -125.903      -278.192 -124.187
3140 -0.782928 -0.196413     -306.005 -103.895      -305.656 -102.199
3141 -0.80029 -0.257641     -332.262 -76.2479      -331.811 -74.5818
3142 -0.811831 -0.323666     -355.84 -43.2844      -355.282 -41.662
3143 -0.816586 -0.393873     -375.75 -5.57944      -375.084 -4.01798
3144 -0.813703 -0.467487     -391.302 36.3025      -390.533 37.7854
3145 -0.802425 -0.543618     -401.907 81.9218      -401.046 83.311
3146 -0.782072 -0.621255     -406.883 130.913      -405.944 132.197
3147 -0.752037 -0.699239     -405.362 182.816      -404.358 183.989
3148 -0.711828 -0.77623     -396.333 236.89      -395.278 237.947
3149 -0.66113 -0.850691     -378.814 291.988      -377.719 292.929
3150 -0.599887 -0.920917     -352.06 346.578      -350.934 347.398
3151 -0.528366 -0.985096     -315.719 398.87      -314.573 399.566
3152 -0.447187 -1.04139     -269.866 447.013      -268.712 447.579
3153 -0.357317 -1.08801     -214.904 489.236      -213.76 489.669
3154 -0.260053 -1.12326     -151.407 523.861      -150.294 524.16
3155 -0.157019 -1.14557     -80.0045 549.143      -78.9455 549.318
3156 -0.0501938 -1.15349     -1.47111 563.021      -0.487046 563.088
3157 0.0579985 -1.14577     82.9434 562.91      83.8387 562.893
3158 0.16459 -1.12147     170.959 545.748      171.762 545.675
3159 0.266012 -1.08025     258.664 508.441      259.384 508.336
3160 0.358167 -1.02269     340.143 448.761      340.799 448.642
3161 0.436704 -0.950707     407.616 366.55      408.229 366.419
3162 0.497539 -0.867821     452.289 264.929      452.876 264.776
3163 0.537563 -0.779213     465.924 151.088      466.492 150.893
3164 0.555446 -0.691436     442.892 36.251      443.43 35.9933
3165 0.552312 -0.611707     382.233 -65.4409      382.717 -65.775
3166 0.532117 -0.546856     289.152 -139.111      289.545 -139.519
3167 0.501512 -0.502084     175.394 -172.063      175.664 -172.521
3168 0.469133 -0.479785     58.1789 -156.815      58.3022 -157.282
3169 0.444354 -0.478712     -42.3197 -93.5334      -42.3446 -93.9563
3170 0.435679 -0.493744     -106.547 8.84148      -106.697 8.51498
3171 0.449091 -0.516379     -119.511 133.203      -119.739 133.013
3172 0.486686 -0.535958     -74.2271 256.682      -74.4715 256.644
3173 0.545913 -0.541432     26.1356 354.479      25.9392 354.583
3174 0.619641 -0.523372     167.98 404.427      167.886 404.632
3175 0.697087 -0.475835     329.055 391.348      329.097 391.597
3176 0.7655 -0.397703     482.025 310.332      482.206 310.556
3177 0.812305 -0.293222     599.186 168.193      599.483 168.329
3178 0.827322 -0.171589     657.46 -17.2044      657.821 -17.2041
3179 0.804654 -0.0456371     642.683 -219.718      643.041 -219.874
3180 0.743876 0.0701764     552.37 -409.285      552.657 -409.587
3181 0.6503 0.16211     396.406 -557.088      396.562 -557.498
3182 0.534242 0.219398     195.486 -640.564      195.473 -641.018
3183 0.409424 0.236018     -22.4078 -647.307      -22.5971 -647.734
3184 0.290794 0.211636     -226.849 -577.132      -227.19 -577.461
3185 0.192156 0.151571     -390.222 -441.894      -390.66 -442.072
3186 0.124056 0.0657923     -492.36 -263.102      -492.825 -263.106
3187 0.0923042 -0.0328421     -523.699 -67.8282      -524.116 -67.6651
3188 0.0973738 -0.13076     -486.328 116.276      -486.634 116.565
3189 0.134768 -0.215833     -392.797 265.812      -392.954 266.162
3190 0.196217 -0.279112     -263.016 365.353      -263.02 365.693
3191 0.271428 -0.315837     -119.968 409.341      -119.848 409.608
3192 0.349987 -0.325598     14.7679 401.874      14.9609 402.026
3193 0.423044 -0.311682     124.736 354.6      124.939 354.625
3194 0.484448 -0.27985     200.808 283.358      200.965 283.274
3195 0.531193 -0.236863     241.576 204.442      241.647 204.291
3196 0.563176 -0.189101     252.052 131.379      252.026 131.21
3197 0.582451 -0.141549     241.245 72.8785      241.134 72.7379
3198 0.59222 -0.0973068     219.332 32.2588      219.168 32.1763
3199 0.59585 -0.0576067     195.207 8.20684      195.027 8.19148
3200 0.59614 -0.0222354     174.903 -3.56674      174.74 -3.52502
3201 0.594932 0.00985569     161.124 -8.38946      160.998 -8.31334
3202 0.593082 0.0399447     153.732 -10.975      153.648 -10.8905
3203 0.590686 0.0690925     150.836 -14.4283      150.784 -14.3564
3204 0.587428 0.0979253     150.005 -20.011      149.97 -19.9625
3205 0.582897 0.126632     149.236 -27.5211      149.201 -27.4958
3206 0.576813 0.1551     147.439 -35.9903      147.393 -35.9803
3207 0.569096 0.183104     144.449 -44.3811      144.388 -44.3756
3208 0.559834 0.210449     140.697 -52.0492      140.625 -52.0391
3209 0.549185 0.237048     136.777 -58.884      136.7 -58.8649
3210 0.537285 0.262914     133.097 -65.1786      133.022 -65.1513
3211 0.524197 0.288107     129.729 -71.3662      129.66 -71.3349
3212 0.509905 0.31267     126.457 -77.7727      126.395 -77.7424
3213 0.494354 0.336588     122.943 -84.4878      122.884 -84.462
3214 0.477494 0.359786     118.909 -91.3784      118.85 -91.3579
3215 0.459315 0.38215     114.244 -98.2018      114.183 -98.185
3216 0.439851 0.403562     109.009 -104.742      108.944 -104.726
3217 0.41917 0.423928     103.356 -110.9      103.289 -110.883
3218 0.397343 0.44318     97.4263 -116.707      97.3586 -116.687
3219 0.37443 0.461275     91.271 -122.264      91.2046 -122.243
3220 0.350467 0.478164     84.8401 -127.664      84.7759 -127.643
3221 0.325481 0.493786     78.0233 -132.926      77.9609 -132.908
3222 0.299504 0.508055     70.7184 -137.982      70.6562 -137.966
3223 0.272586 0.520873     62.8857 -142.71      62.8222 -142.696
3224 0.244803 0.532141     54.5616 -146.993      54.4959 -146.98
3225 0.216247 0.541771     45.8278 -150.768      45.7601 -150.755
3226 0.187016 0.549693     36.7555 -154.043      36.6871 -154.028
3227 0.157202 0.555845     27.3589 -156.858      27.2912 -156.842
3228 0.12689 0.56016     17.5815 -159.235      17.5156 -159.219
3229 0.0961678 0.562557     7.32792 -161.128      7.26375 -161.113
3230 0.0651386 0.562936     -3.47585 -162.403      -3.53961 -162.391
3231 0.0339384 0.56119     -14.8253 -162.874      -14.8906 -162.865
3232 0.0027386 0.557223     -26.6173 -162.371      -26.686 -162.364
3233 -0.0282639 0.550965     -38.6889 -160.813      -38.7613 -160.804
3234 -0.0588674 0.542375     -50.9058 -158.229      -50.9805 -158.216
3235 -0.0888843 0.531431     -63.2657 -154.722      -63.3393 -154.703
3236 -0.118143 0.518091     -75.9573 -150.33      -76.0256 -150.306
3237 -0.146463 0.502259     -89.3221 -144.863      -89.3813 -144.839
3238 -0.173589 0.483775     -103.689 -137.756      -103.738 -137.736
3239 -0.199121 0.462434     -119.107 -128.03      -119.148 -128.021
3240 -0.222441 0.438074     -135.038 -114.435      -135.079 -114.443
3241 -0.24269 0.410708     -150.146 -95.788      -150.195 -95.8126
3242 -0.258822 0.38069     -162.267 -71.4461      -162.335 -71.4827
3243 -0.269764 0.348845     -168.676 -41.8007      -168.768 -41.839
3244 -0.274641 0.316536     -166.624 -8.62281      -166.741 -8.64948
3245 -0.27306 0.285602     -154.068 24.8962      -154.202 24.894
3246 -0.265347 0.258142     -130.404 54.5013      -130.542 54.5319
3247 -0.252695 0.236194     -96.9934 75.6112      -97.1177 75.6749
3248 -0.237128 0.221332     -57.27 84.2971      -57.3648 84.3848
3249 -0.221284 0.2143     -16.3459 78.2654      -16.4013 78.3604
3250 -0.208024 0.214766     19.8602 57.5751      19.8446 57.6574
3251 -0.19995 0.221275     45.785 24.8642      45.7992 24.9157
3252 -0.198933 0.231434     57.3932 -15.0176      57.4191 -15.008
3253 -0.205773 0.242294     53.0546 -55.9122      53.0711 -55.945
3254 -0.220053 0.250857     33.8903 -91.581      33.8787 -91.6461
3255 -0.240257 0.254589     3.49039 -116.949      3.4396 -117.029
3256 -0.264081 0.251817     -32.9192 -129.054      -33.0097 -129.128
3257 -0.288898 0.241938     -69.6348 -127.47      -69.7556 -127.521
3258 -0.312231 0.225396     -101.653 -114.127      -101.788 -114.144
3259 -0.33215 0.203452     -125.572 -92.6213      -125.704 -92.6054
3260 -0.3475 0.177825     -140.021 -67.234      -140.134 -67.1931
3261 -0.35793 0.150309     -145.562 -41.9385      -145.65 -41.8859
3262 -0.363761 0.122439     -144.169 -19.6483      -144.231 -19.5981
3263 -0.365738 0.0952966     -138.474 -1.85724      -138.517 -1.8201
3264 -0.364758 0.0694533     -131.027 11.3072      -131.063 11.3263
3265 -0.361637 0.0450461     -123.751 20.7136      -123.788 20.7156
3266 -0.356969 0.0219261     -117.691 27.7065      -117.736 27.6968
3267 -0.351085 -0.000172983     -113.059 33.6134      -113.116 33.599
3268 -0.344091 -0.0214968     -109.492 39.4058      -109.558 39.393
3269 -0.335953 -0.0421912     -106.37 45.5683      -106.442 45.5609
3270 -0.326591 -0.0622824     -103.111 52.1518      -103.184 52.1504
3271 -0.315941 -0.0817038     -99.3429 58.9385      -99.4138 58.9417
3272 -0.303994 -0.100341     -94.9418 65.6318      -95.0089 65.6368
3273 -0.290791 -0.118078     -89.9778 71.9999      -90.0415 72.0043
3274 -0.276408 -0.134821     -84.6067 77.9433      -84.6683 77.9455
3275 -0.260925 -0.150507     -78.9697 83.4861      -79.0309 83.4857
3276 -0.244411 -0.165092     -73.1327 88.7207      -73.1948 88.7184
3277 -0.226916 -0.178538     -67.0754 93.7416      -67.139 93.7384
3278 -0.208473 -0.190796     -60.7187 98.5944      -60.7837 98.5914
3279 -0.189118 -0.201799     -53.971 103.258      -54.0368 103.256
3280 -0.168892 -0.211465     -46.7702 107.656      -46.8359 107.655
3281 -0.147855 -0.219706     -39.1075 111.689      -39.1723 111.689
3282 -0.126088 -0.226436     -31.0261 115.273      -31.0896 115.273
3283 -0.103679 -0.231582     -22.5983 118.368      -22.6607 118.367
3284 -0.0807245 -0.235084     -13.8903 120.983      -13.952 120.98
3285 -0.0573109 -0.236892     -4.92876 123.163      -4.99068 123.159
3286 -0.0335172 -0.236956     4.31542 124.955      4.25244 124.95
3287 -0.00941612 -0.235214     13.9185 126.367      13.854 126.362
3288 0.0149155 -0.23159     23.9692 127.343      23.9036 127.339
3289 0.0393836 -0.225991     34.523 127.764      34.4574 127.762
3290 0.0638683 -0.21832     45.5656 127.489      45.5015 127.488
3291 0.088224 -0.208491     57.0103 126.403      56.9488 126.403
3292 0.11229 -0.196438     68.7378 124.474      68.6789 124.472
3293 0.135909 -0.182117     80.6682 121.758      80.6104 121.752
3294 0.158939 -0.165486     92.8321 118.356      92.7729 118.347
3295 0.181256 -0.146489     105.397 114.321      105.334 114.309
3296 0.202732 -0.125026     118.618 109.549      118.55 109.539
3297 0.223199 -0.100945     132.72 103.732      132.65 103.727
